"date","allgender_allage","male_allage","female_allage","nogender_allage","allgender_0","allgender_20","allgender_30","allgender_40","allgender_50","allgender_60","allgender_70","allgender_80","allgender_noage","male_0","male_20","male_30","male_40","male_50","male_60","male_70","male_80","male_noage","female_0","female_20","female_30","female_40","female_50","female_60","female_70","female_80","female_noage","nogender_0","nogender_20","nogender_30","nogender_40","nogender_50","nogender_60","nogender_70","nogender_80","nogender_noage","events","event_tags","temperature_avg","temperature_max","temperature_min","rainfall","sunshine"
"2023/12/31","760","116","114","530","7","33","69","65","45","10","1","0","530","4","19","24","31","29","8","1","0","0","3","14","45","34","16","2","0","0","0","0","0","0","0","0","0","0","0","530","","","9.0","12.7","6.2","19.0","1.9"
"2024/01/01","911","187","157","567","10","42","98","117","64","13","0","0","567","3","20","50","65","41","8","0","0","0","7","22","48","52","23","5","0","0","0","0","0","0","0","0","0","0","0","567","【1/1開催】第４回桜城橋初日の出ラジオ体操会","桜城橋","8.1","12.3","3.8","0.0","9.1"
"2024/01/02","775","161","134","480","26","45","74","85","52","12","1","0","480","15","19","35","50","33","9","0","0","0","11","26","39","35","19","3","1","0","0","0","0","0","0","0","0","0","0","480","","","7.0","13.6","1.3","0.0","6.0"
"2024/01/03","1021","187","154","680","28","66","108","80","45","14","0","0","680","15","37","58","40","27","10","0","0","0","13","29","50","40","18","4","0","0","0","0","0","0","0","0","0","0","0","680","","","5.9","11.9","-0.1","2.0","0.4"
"2024/01/04","1829","325","279","1225","40","112","166","151","104","31","0","0","1225","19","71","75","74","60","26","0","0","0","21","41","91","77","44","5","0","0","0","0","0","0","0","0","0","0","0","1225","","","8.3","13.9","0.5","0.0","8.2"
"2024/01/05","1797","313","267","1217","28","109","139","189","96","19","0","0","1217","13","64","65","96","63","12","0","0","0","15","45","74","93","33","7","0","0","0","0","0","0","0","0","0","0","0","1217","","","4.9","12.6","-1.5","0.0","9.1"
"2024/01/06","2186","386","326","1474","59","166","208","165","84","30","0","0","1474","31","85","113","79","50","28","0","0","0","28","81","95","86","34","2","0","0","0","0","0","0","0","0","0","0","0","1474","【1/6、1/20開催】新鮮野菜の朝市","乙川河川緑地","7.4","14.8","0.4","0.5","8.2"
"2024/01/07","1741","277","250","1214","38","101","146","142","85","15","0","0","1214","10","59","71","73","54","10","0","0","0","28","42","75","69","31","5","0","0","0","0","0","0","0","0","0","0","0","1214","","","6.7","9.7","2.9","0.0","6.2"
"2024/01/08","1405","202","258","945","41","69","139","124","68","19","0","0","945","16","34","63","43","35","11","0","0","0","25","35","76","81","33","8","0","0","0","0","0","0","0","0","0","0","0","945","【1/8開催】どうするＮＡＢＥ-1岡崎城グランプリ~一万人鍋~決勝戦を開催します！","伊賀川・岡崎公園エリア","2.9","7.2","-2.9","0.0","8.8"
"2024/01/09","1390","162","216","1012","28","55","106","110","64","15","0","0","1012","8","22","39","44","34","15","0","0","0","20","33","67","66","30","0","0","0","0","0","0","0","0","0","0","0","0","1012","","","2.0","8.9","-4.4","0.0","9.1"
"2024/01/10","1118","149","189","780","9","68","90","99","52","19","1","0","780","3","34","36","38","26","12","0","0","0","6","34","54","61","26","7","1","0","0","0","0","0","0","0","0","0","0","780","","","4.1","10.8","-3.0","0.0","2.1"
"2024/01/11","1239","175","226","838","15","66","119","124","59","17","1","0","838","5","28","41","56","31","14","0","0","0","10","38","78","68","28","3","1","0","0","0","0","0","0","0","0","0","0","838","","","3.6","9.5","-1.9","0.0","2.8"
"2024/01/12","1435","171","272","992","13","80","134","134","61","21","0","0","992","4","30","49","52","24","12","0","0","0","9","50","85","82","37","9","0","0","0","0","0","0","0","0","0","0","0","992","","","4.9","11.6","-3.9","0.0","8.2"
"2024/01/13","1093","183","146","764","25","55","94","90","47","17","1","0","764","13","27","50","50","29","13","1","0","0","12","28","44","40","18","4","0","0","0","0","0","0","0","0","0","0","0","764","【1/13、1/27開催】籠田公園清掃|【1/13開催】おとがわリバークリーン","乙川河川緑地|籠田公園","5.3","10.8","0.7","0.0","3.3"
"2024/01/14","1360","222","202","936","39","73","140","104","55","13","0","0","936","18","35","66","54","37","12","0","0","0","21","38","74","50","18","1","0","0","0","0","0","0","0","0","0","0","0","936","【1/14開催】おとがわわんぱく寒中水泳","乙川河川緑地","2.6","10.1","-4.9","0.0","9.2"
"2024/01/15","1217","148","197","872","7","69","101","90","61","17","0","0","872","5","29","43","36","23","12","0","0","0","2","40","58","54","38","5","0","0","0","0","0","0","0","0","0","0","0","872","","","4.8","9.4","-0.2","0.0","5.0"
"2024/01/16","1328","127","200","1001","8","56","100","90","63","10","0","0","1001","2","23","45","31","22","4","0","0","0","6","33","55","59","41","6","0","0","0","0","0","0","0","0","0","0","0","1001","【1/16開催】図書館リサイクル本バザー","りぶらエリア","3.1","6.7","0.0","0.0","9.3"
"2024/01/17","1326","147","210","969","28","72","95","98","50","14","0","0","969","14","27","35","39","23","9","0","0","0","14","45","60","59","27","5","0","0","0","0","0","0","0","0","0","0","0","969","","","3.6","12.0","-5.0","0.0","9.3"
"2024/01/18","1040","126","117","797","15","52","71","61","28","16","0","0","797","5","29","36","32","12","12","0","0","0","10","23","35","29","16","4","0","0","0","0","0","0","0","0","0","0","0","797","","","6.3","8.8","0.8","2.5","0.0"
"2024/01/19","1455","193","249","1013","25","77","120","120","79","21","0","0","1013","12","35","46","51","39","10","0","0","0","13","42","74","69","40","11","0","0","0","0","0","0","0","0","0","0","0","1013","","","9.1","14.8","5.4","0.0","6.3"
"2024/01/20","898","126","143","629","15","76","78","58","38","4","0","0","629","5","26","39","27","25","4","0","0","0","10","50","39","31","13","0","0","0","0","0","0","0","0","0","0","0","0","629","【1/6、1/20開催】新鮮野菜の朝市","乙川河川緑地","8.0","13.1","5.6","8.0","0.0"
"2024/01/21","1135","192","182","761","18","73","131","90","49","13","0","0","761","7","36","63","42","35","9","0","0","0","11","37","68","48","14","4","0","0","0","0","0","0","0","0","0","0","0","761","","","11.8","14.7","7.3","10.0","3.0"
"2024/01/22","1517","217","252","1048","26","74","147","122","82","18","0","0","1048","3","37","66","52","43","16","0","0","0","23","37","81","70","39","2","0","0","0","0","0","0","0","0","0","0","0","1048","","","8.0","13.8","3.4","0.0","5.0"
"2024/01/23","1352","153","232","967","21","58","112","118","57","18","1","0","967","5","22","42","40","29","15","0","0","0","16","36","70","78","28","3","1","0","0","0","0","0","0","0","0","0","0","967","","","5.4","8.5","1.4","0.0","8.1"
"2024/01/24","854","87","104","663","10","31","54","66","24","5","1","0","663","4","15","23","29","13","3","0","0","0","6","16","31","37","11","2","1","0","0","0","0","0","0","0","0","0","0","663","","","0.1","1.6","-1.2","0.5","0.0"
"2024/01/25","1214","116","199","899","12","50","104","84","48","16","1","0","899","3","15","38","29","20","11","0","0","0","9","35","66","55","28","5","1","0","0","0","0","0","0","0","0","0","0","899","","","1.6","6.2","-1.6","0.0","5.7"
"2024/01/26","1308","155","221","932","16","64","99","104","70","21","2","0","932","6","28","40","40","29","12","0","0","0","10","36","59","64","41","9","2","0","0","0","0","0","0","0","0","0","0","932","","","3.8","8.0","0.1","0.0","9.4"
"2024/01/27","1485","207","242","1036","19","72","135","136","74","12","1","0","1036","8","31","59","65","37","6","1","0","0","11","41","76","71","37","6","0","0","0","0","0","0","0","0","0","0","0","1036","【1/27開催】桜城橋月待会|【1/27開催】額田の森に思いをはせて「桜城橋ふき」vol.41|【1/27開催】家族の「今」を残し、ありがとうを贈る|【1/13、1/27開催】籠田公園清掃","乙川河川緑地|籠田公園|桜城橋","5.1","10.2","-1.4","0.0","9.6"
"2024/01/28","1382","237","215","930","27","72","127","147","63","16","0","0","930","13","33","61","83","38","9","0","0","0","14","39","66","64","25","7","0","0","0","0","0","0","0","0","0","0","0","930","","","3.9","10.7","-3.3","0.0","6.7"
"2024/01/29","1292","160","198","934","25","66","98","99","55","14","1","0","934","8","27","51","43","22","8","1","0","0","17","39","47","56","33","6","0","0","0","0","0","0","0","0","0","0","0","934","","","4.6","11.6","-2.6","0.0","9.7"
"2024/01/30","1358","182","210","966","21","83","106","101","56","24","1","0","966","7","39","51","39","29","16","1","0","0","14","44","55","62","27","8","0","0","0","0","0","0","0","0","0","0","0","966","","","4.3","12.6","-3.4","0.0","9.0"
"2024/01/31","1034","143","171","720","14","53","81","86","51","25","4","0","720","3","28","38","26","31","16","1","0","0","11","25","43","60","20","9","3","0","0","0","0","0","0","0","0","0","0","720","","","5.7","8.3","1.1","3.0","0.0"
"2024/02/01","1247","204","192","851","16","62","109","130","55","24","0","0","851","7","31","53","65","31","17","0","0","0","9","31","56","65","24","7","0","0","0","0","0","0","0","0","0","0","0","851","【2/1開催】BIO marche オトマルシェ","東岡崎駅周辺エリア","9.0","14.5","4.2","1.5","3.8"
"2024/02/02","1301","188","202","911","17","48","122","116","70","15","1","1","911","7","29","57","52","33","10","0","0","0","10","19","65","64","37","5","1","1","0","0","0","0","0","0","0","0","0","911","","","4.2","7.9","1.3","0.0","4.2"
"2024/02/03","1446","224","210","1012","24","74","123","107","85","21","0","0","1012","11","42","58","53","43","17","0","0","0","13","32","65","54","42","4","0","0","0","0","0","0","0","0","0","0","0","1012","【2/3、2/17開催】新鮮野菜の朝市","乙川河川緑地","5.8","11.2","0.7","0.0","7.1"
"2024/02/04","1314","227","213","874","29","63","135","131","69","13","0","0","874","18","29","70","62","36","12","0","0","0","11","34","65","69","33","1","0","0","0","0","0","0","0","0","0","0","0","874","","","7.1","13.3","1.6","1.5","6.0"
"2024/02/05","968","86","99","783","14","53","37","54","20","6","1","0","783","6","23","16","26","11","3","1","0","0","8","30","21","28","9","3","0","0","0","0","0","0","0","0","0","0","0","783","","","4.6","6.4","0.7","17.0","0.0"
"2024/02/06","1294","183","206","905","22","67","97","106","72","24","1","0","905","7","31","43","48","35","19","0","0","0","15","36","54","58","37","5","1","0","0","0","0","0","0","0","0","0","0","905","","","5.3","10.5","0.2","0.0","8.1"
"2024/02/07","1329","196","207","926","15","80","101","128","61","18","0","0","926","7","45","56","53","25","10","0","0","0","8","35","45","75","36","8","0","0","0","0","0","0","0","0","0","0","0","926","【2/7、2/14、2/21、2/28開催】立ち飲み酒場すいようくるくる","中央緑道","4.2","11.3","-2.3","0.0","9.6"
"2024/02/08","1300","154","212","934","15","59","87","112","74","18","1","0","934","4","21","37","48","33","10","1","0","0","11","38","50","64","41","8","0","0","0","0","0","0","0","0","0","0","0","934","","","4.1","10.2","-2.8","0.0","8.9"
"2024/02/09","1354","210","202","942","11","76","122","117","58","24","4","0","942","2","45","53","57","33","18","2","0","0","9","31","69","60","25","6","2","0","0","0","0","0","0","0","0","0","0","942","","","3.8","11.1","-1.8","0.0","4.4"
"2024/02/10","1765","296","256","1213","28","105","171","152","73","21","2","0","1213","15","59","81","80","43","17","1","0","0","13","46","90","72","30","4","1","0","0","0","0","0","0","0","0","0","0","1213","【2/10、2/24開催】籠田公園清掃|【2/10開催】おとがわリバークリーン","乙川河川緑地|籠田公園","4.7","12.0","-3.0","0.0","8.7"
"2024/02/11","1525","239","232","1054","36","86","157","105","68","17","2","0","1054","16","36","77","57","40","12","1","0","0","20","50","80","48","28","5","1","0","0","0","0","0","0","0","0","0","0","1054","","","4.9","11.1","-1.2","0.0","7.5"
"2024/02/12","1346","215","214","917","22","65","134","122","64","22","0","0","917","10","32","63","57","38","15","0","0","0","12","33","71","65","26","7","0","0","0","0","0","0","0","0","0","0","0","917","","","5.6","11.4","0.1","0.0","10.0"
"2024/02/13","1430","205","227","998","21","76","124","117","66","26","2","0","998","13","36","61","50","30","14","1","0","0","8","40","63","67","36","12","1","0","0","0","0","0","0","0","0","0","0","998","","","6.0","14.5","-2.0","0.0","9.8"
"2024/02/14","1275","191","215","869","18","81","115","101","68","20","3","0","869","3","39","50","48","33","17","1","0","0","15","42","65","53","35","3","2","0","0","0","0","0","0","0","0","0","0","869","【2/7、2/14、2/21、2/28開催】立ち飲み酒場すいようくるくる","中央緑道","9.0","18.4","0.4","0.0","8.0"
"2024/02/15","1134","181","146","807","15","61","87","98","37","28","1","0","807","8","38","43","46","22","24","0","0","0","7","23","44","52","15","4","1","0","0","0","0","0","0","0","0","0","0","807","","","12.4","16.9","6.0","3.0","0.0"
"2024/02/16","1400","193","233","974","18","80","114","125","66","23","0","0","974","8","41","48","50","34","12","0","0","0","10","39","66","75","32","11","0","0","0","0","0","0","0","0","0","0","0","974","【2/16開催】TAKIBI","りぶらエリア","9.7","13.4","6.1","0.0","7.5"
"2024/02/17","1658","299","229","1130","50","99","175","114","65","25","0","0","1130","32","53","91","63","38","22","0","0","0","18","46","84","51","27","3","0","0","0","0","0","0","0","0","0","0","0","1130","【2/3、2/17開催】新鮮野菜の朝市","乙川河川緑地","9.3","14.5","5.7","0.0","0.2"
"2024/02/18","1586","258","276","1052","35","134","143","140","59","23","0","0","1052","12","65","71","64","29","17","0","0","0","23","69","72","76","30","6","0","0","0","0","0","0","0","0","0","0","0","1052","","","12.3","17.0","6.2","0.0","0.6"
"2024/02/19","964","59","70","835","10","22","40","32","19","5","1","0","835","4","10","20","10","11","4","0","0","0","6","12","20","22","8","1","1","0","0","0","0","0","0","0","0","0","0","835","","","15.5","17.2","13.0","36.0","0.0"
"2024/02/20","1453","250","234","969","31","110","125","129","66","23","0","0","969","13","64","58","61","38","16","0","0","0","18","46","67","68","28","7","0","0","0","0","0","0","0","0","0","0","0","969","【2/20開催】図書館リサイクル本バザー","りぶらエリア","16.5","21.4","10.2","0.5","6.6"
"2024/02/21","1050","166","119","765","6","53","94","62","50","20","0","0","765","2","35","53","34","28","14","0","0","0","4","18","41","28","22","6","0","0","0","0","0","0","0","0","0","0","0","765","【2/7、2/14、2/21、2/28開催】立ち飲み酒場すいようくるくる","中央緑道","13.2","15.8","9.8","2.0","0.0"
"2024/02/22","1262","202","198","862","11","64","107","103","82","27","6","0","862","5","36","49","46","42","21","3","0","0","6","28","58","57","40","6","3","0","0","0","0","0","0","0","0","0","0","862","","","9.4","11.7","5.9","14.0","0.0"
"2024/02/23","1092","116","150","826","16","57","68","77","37","10","1","0","826","12","25","25","28","19","7","0","0","0","4","32","43","49","18","3","1","0","0","0","0","0","0","0","0","0","0","826","","","5.5","7.5","4.0","21.0","0.0"
"2024/02/24","2347","407","390","1550","75","154","259","181","105","22","1","0","1550","38","85","122","88","57","16","1","0","0","37","69","137","93","48","6","0","0","0","0","0","0","0","0","0","0","0","1550","【2/24開催】桜城橋月待会|【2/24開催】額田の森に思いをはせて「桜城橋ふき」vol.42|【2/24開催】偶偶 OPENDAY|【2/10、2/24開催】籠田公園清掃","中央緑道|籠田公園|桜城橋","5.6","11.6","-0.9","0.0","9.9"
"2024/02/25","1249","98","90","1061","13","37","61","41","27","7","2","0","1061","5","21","32","26","12","2","0","0","0","8","16","29","15","15","5","2","0","0","0","0","0","0","0","0","0","0","1061","","","6.7","7.9","5.2","8.5","0.0"
"2024/02/26","1491","192","226","1073","11","62","132","121","65","25","2","0","1073","4","34","62","51","27","13","1","0","0","7","28","70","70","38","12","1","0","0","0","0","0","0","0","0","0","0","1073","","","7.7","13.0","4.4","0.0","10.3"
"2024/02/27","1455","180","209","1066","12","55","124","116","62","20","0","0","1066","5","30","60","48","28","9","0","0","0","7","25","64","68","34","11","0","0","0","0","0","0","0","0","0","0","0","1066","","","6.1","10.9","2.9","0.0","10.2"
"2024/02/28","1461","182","239","1040","15","69","121","124","76","16","0","0","1040","9","33","54","48","33","5","0","0","0","6","36","67","76","43","11","0","0","0","0","0","0","0","0","0","0","0","1040","【2/7、2/14、2/21、2/28開催】立ち飲み酒場すいようくるくる","中央緑道","6.9","13.9","1.1","0.0","10.5"
"2024/02/29","1373","161","202","1010","28","79","92","82","53","25","4","0","1010","11","34","32","32","30","20","2","0","0","17","45","60","50","23","5","2","0","0","0","0","0","0","0","0","0","0","1010","","","6.6","11.7","0.3","8.0","0.9"
"2024/03/01","1402","179","214","1009","15","59","112","119","65","22","1","0","1009","8","30","45","52","30","14","0","0","0","7","29","67","67","35","8","1","0","0","0","0","0","0","0","0","0","0","1009","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー|【3/1開催】BIO marche オトマルシェ","東岡崎駅周辺エリア|康生通り・連尺通り・二七市通り","9.2","13.8","4.8","1.5","8.1"
"2024/03/02","1601","252","250","1099","33","81","170","123","77","15","3","0","1099","15","36","88","62","41","10","0","0","0","18","45","82","61","36","5","3","0","0","0","0","0","0","0","0","0","0","1099","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー|【3/2、3/16開催】新鮮野菜の朝市","乙川河川緑地|康生通り・連尺通り・二七市通り","3.6","7.5","1.0","0.0","9.9"
"2024/03/03","1844","312","320","1212","30","95","194","196","93","23","1","0","1212","16","49","92","94","42","18","1","0","0","14","46","102","102","51","5","0","0","0","0","0","0","0","0","0","0","0","1212","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り","4.5","10.5","-2.9","0.0","10.9"
"2024/03/04","1536","220","251","1065","23","92","143","128","65","18","2","0","1065","12","49","63","52","29","14","1","0","0","11","43","80","76","36","4","1","0","0","0","0","0","0","0","0","0","0","1065","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り","6.5","12.5","0.2","0.0","5.4"
"2024/03/05","1271","129","121","1021","19","51","68","62","36","13","1","0","1021","9","23","31","38","18","9","1","0","0","10","28","37","24","18","4","0","0","0","0","0","0","0","0","0","0","0","1021","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り","5.8","7.3","4.5","8.0","0.0"
"2024/03/06","1392","213","213","966","24","86","130","93","64","28","1","0","966","11","42","63","39","38","19","1","0","0","13","44","67","54","26","9","0","0","0","0","0","0","0","0","0","0","0","966","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り","8.4","12.4","6.0","5.5","0.0"
"2024/03/07","1548","221","236","1091","18","97","116","132","65","28","1","0","1091","13","61","54","48","28","17","0","0","0","5","36","62","84","37","11","1","0","0","0","0","0","0","0","0","0","0","1091","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー|【3/7まで】乙川リバーフロント地区公民連携まちづくり基本計画-ＱＵＲＵＷＡ戦略（案）-のパブリックコメントを実施します","|康生通り・連尺通り・二七市通り","8.0","13.4","3.8","0.0","9.2"
"2024/03/08","1499","200","232","1067","21","69","134","125","60","23","0","0","1067","10","34","72","47","20","17","0","0","0","11","35","62","78","40","6","0","0","0","0","0","0","0","0","0","0","0","1067","【3/8開催】TAKIBI|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り|りぶらエリア","7.6","13.1","4.2","0.0","10.6"
"2024/03/09","2167","311","383","1473","45","130","215","188","90","25","1","0","1473","18","58","93","76","48","18","0","0","0","27","72","122","112","42","7","1","0","0","0","0","0","0","0","0","0","0","1473","【3/9、3/10開催】岡崎でユウタミツモリ ～ぜんこ靴アー！|【3/9、3/10開催】丘の途中のマーケット|【3/9、3/23開催】籠田公園清掃|【3/9開催】おとがわリバークリーン|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","中央緑道|康生通り・連尺通り・二七市通り|籠田公園|乙川河川緑地","4.1","8.0","0.0","0.0","7.8"
"2024/03/10","2552","382","434","1736","50","116","295","217","112","26","0","0","1736","31","52","131","101","53","14","0","0","0","19","64","164","116","59","12","0","0","0","0","0","0","0","0","0","0","0","1736","【3/10開催】つづり舎出張撮影企画「あなたのよこ顔」|【3/9、3/10開催】岡崎でユウタミツモリ ～ぜんこ靴アー！|【3/9、3/10開催】丘の途中のマーケット|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","中央緑道|康生通り・連尺通り・二七市通り|籠田公園","3.9","10.3","-2.6","0.0","11.0"
"2024/03/11","1611","242","271","1098","15","84","152","146","89","25","2","0","1098","4","38","70","67","49","14","0","0","0","11","46","82","79","40","11","2","0","0","0","0","0","0","0","0","0","0","1098","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り","6.0","13.5","-2.9","0.0","9.1"
"2024/03/12","1038","116","106","816","14","36","61","69","32","8","2","0","816","7","18","32","32","21","5","1","0","0","7","18","29","37","11","3","1","0","0","0","0","0","0","0","0","0","0","816","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り","9.4","12.8","7.0","54.5","0.0"
"2024/03/13","1489","180","246","1063","22","66","125","141","59","13","0","0","1063","9","34","56","49","26","6","0","0","0","13","32","69","92","33","7","0","0","0","0","0","0","0","0","0","0","0","1063","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り","8.1","12.0","5.0","0.0","10.7"
"2024/03/14","1680","253","303","1124","30","120","167","145","71","22","1","0","1124","9","57","78","61","35","13","0","0","0","21","63","89","84","36","9","1","0","0","0","0","0","0","0","0","0","0","1124","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り","7.9","14.7","-0.5","0.0","11.0"
"2024/03/15","1751","228","294","1229","21","97","148","153","90","13","0","0","1229","7","44","57","63","46","11","0","0","0","14","53","91","90","44","2","0","0","0","0","0","0","0","0","0","0","0","1229","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り","10.7","17.5","1.3","0.0","11.4"
"2024/03/16","1952","326","314","1312","26","92","193","189","119","21","0","0","1312","15","49","95","91","65","11","0","0","0","11","43","98","98","54","10","0","0","0","0","0","0","0","0","0","0","0","1312","【3/16開催】徳川十二新匠音楽祭|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー|【3/2、3/16開催】新鮮野菜の朝市","乙川河川緑地|康生通り・連尺通り・二七市通り|桜城橋","13.8","21.8","8.1","0.0","11.3"
"2024/03/17","1660","269","240","1151","48","116","146","100","69","28","2","0","1151","26","60","63","52","44","23","1","0","0","22","56","83","48","25","5","1","0","0","0","0","0","0","0","0","0","0","1151","【3/17開催】Experience Market 乙川TRY|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","乙川河川緑地|康生通り・連尺通り・二七市通り","11.6","18.3","6.1","2.5","0.3"
"2024/03/18","1491","196","215","1080","8","68","133","132","50","20","0","0","1080","3","33","66","54","26","14","0","0","0","5","35","67","78","24","6","0","0","0","0","0","0","0","0","0","0","0","1080","【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り","8.0","11.9","3.9","0.0","11.5"
"2024/03/19","1799","257","321","1221","41","132","169","130","82","21","3","0","1221","22","58","67","51","48","11","0","0","0","19","74","102","79","34","10","3","0","0","0","0","0","0","0","0","0","0","1221","【3/19開催】図書館リサイクル本バザー|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","康生通り・連尺通り・二七市通り|りぶらエリア","7.3","13.1","2.0","0.0","5.3"
"2024/03/20","893","133","157","603","18","67","80","66","52","6","1","0","603","6","28","37","29","28","4","1","0","0","12","39","43","37","24","2","0","0","0","0","0","0","0","0","0","0","0","603","【3/20～4/7開催】岡崎城下舟あそび|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","乙川河川緑地|康生通り・連尺通り・二七市通り|伊賀川・岡崎公園エリア","6.7","10.5","1.8","3.0","2.3"
"2024/03/21","1336","158","191","987","9","58","105","96","62","17","2","0","987","4","31","36","45","29","13","0","0","0","5","27","69","51","33","4","2","0","0","0","0","0","0","0","0","0","0","987","【3/20～4/7開催】岡崎城下舟あそび|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","乙川河川緑地|康生通り・連尺通り・二七市通り|伊賀川・岡崎公園エリア","4.1","9.3","0.4","0.0","11.3"
"2024/03/22","1591","189","277","1125","26","57","143","144","76","20","0","0","1125","10","23","55","53","36","12","0","0","0","16","34","88","91","40","8","0","0","0","0","0","0","0","0","0","0","0","1125","【3/22～4/7開催】桜まつり|【3/20～4/7開催】岡崎城下舟あそび|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","乙川河川緑地|康生通り・連尺通り・二七市通り|伊賀川・岡崎公園エリア","4.8","11.8","-2.3","0.0","11.1"
"2024/03/23","1316","188","149","979","16","71","101","76","52","21","0","0","979","7","36","57","41","31","16","0","0","0","9","35","44","35","21","5","0","0","0","0","0","0","0","0","0","0","0","979","【3/22～4/7開催】桜まつり|【3/23、3/24開催】スコシズツ.マーケット|【3/23開催】額田の森に思いをはせて「桜城橋ふき」vol.43|【3/23、24開催】#QURUWAと暮らす2024|【3/20～4/7開催】岡崎城下舟あそび|【3/9、3/23開催】籠田公園清掃|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","桜城橋|康生通り・連尺通り・二七市通り|中央緑道|籠田公園|伊賀川・岡崎公園エリア|乙川河川緑地","6.1","8.5","3.7","16.0","0.0"
"2024/03/24","1698","225","210","1263","42","119","126","82","52","10","3","1","1263","22","61","59","49","26","6","2","0","0","20","58","67","33","26","4","1","1","0","0","0","0","0","0","0","0","0","1263","【3/22～4/7開催】桜まつり|【3/23、3/24開催】スコシズツ.マーケット|【3/23、24開催】#QURUWAと暮らす2024|【3/20～4/7開催】岡崎城下舟あそび|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","桜城橋|康生通り・連尺通り・二七市通り|中央緑道|籠田公園|伊賀川・岡崎公園エリア|乙川河川緑地","8.1","10.6","4.3","2.5","0.0"
"2024/03/25","1504","175","136","1193","10","76","89","67","48","21","0","0","1193","2","48","49","37","24","15","0","0","0","8","28","40","30","24","6","0","0","0","0","0","0","0","0","0","0","0","1193","【3/22～4/7開催】桜まつり|【3/20～4/7開催】岡崎城下舟あそび|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","乙川河川緑地|康生通り・連尺通り・二七市通り|伊賀川・岡崎公園エリア","11.3","12.8","9.3","7.0","0.0"
"2024/03/26","1147","119","122","906","13","49","62","69","34","13","1","0","906","3","29","30","27","21","9","0","0","0","10","20","32","42","13","4","1","0","0","0","0","0","0","0","0","0","0","906","【3/26開催】桜城橋月待会|【3/22～4/7開催】桜まつり|【3/20～4/7開催】岡崎城下舟あそび|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","乙川河川緑地|康生通り・連尺通り・二七市通り|桜城橋|伊賀川・岡崎公園エリア","11.3","15.1","6.8","50.0","0.7"
"2024/03/27","1613","214","234","1165","17","61","146","126","82","16","0","0","1165","7","28","74","55","39","11","0","0","0","10","33","72","71","43","5","0","0","0","0","0","0","0","0","0","0","0","1165","【3/22～4/7開催】桜まつり|【3/20～4/7開催】岡崎城下舟あそび|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","乙川河川緑地|康生通り・連尺通り・二七市通り|伊賀川・岡崎公園エリア","9.8","17.3","3.3","0.0","11.5"
"2024/03/28","1441","164","224","1053","29","87","111","81","55","24","1","0","1053","13","39","30","34","29","18","1","0","0","16","48","81","47","26","6","0","0","0","0","0","0","0","0","0","0","0","1053","【3/22～4/7開催】桜まつり|【3/20～4/7開催】岡崎城下舟あそび|【3/1～5/31開催】OKAZAKI家康公スイーツ ステッカーラリー","乙川河川緑地|康生通り・連尺通り・二七市通り|伊賀川・岡崎公園エリア","11.1","15.7","4.1","33.0","0.0"
